-0.135221	-0.056979	-0.070237	0.020906	-0.070112	0.051939	0.074945	-0.078844	0.082479	-0.065061	0.063024	-0.065282	-0.052181	0.021210	0.038542	-0.046186	0.029547	0.068888	0.040087	-0.084728	-0.031378	0.062340	0.063415	-0.065772	-0.060710	0.075990	0.044811	-0.051932	0.078303	0.067029	-0.028625	0.044703	0.091798	0.035012	0.062361	0.067174	-0.037451	0.040136	0.061212	0.076601	-0.063698	0.030842	0.073117	-0.060023	0.057449	-0.058912	-0.039933	0.047347	0.061465	-0.069753	
-0.001450	0.000470	0.002181	0.001018	-0.002034	0.000173	-0.002769	-0.000169	0.000367	-0.001848	0.000683	-0.001695	0.004390	0.000531	-0.001965	0.001063	-0.000695	-0.003361	-0.003213	-0.000945	-0.000434	-0.000070	0.002145	0.000097	0.001453	0.001231	0.002600	-0.001441	-0.001950	-0.002963	0.000272	-0.000854	-0.001590	0.000116	0.003807	0.001131	0.000961	0.001590	0.000694	-0.001752	0.005469	0.000133	-0.002294	0.004277	-0.001023	-0.000378	-0.004964	0.003977	-0.000247	-0.001349	
-0.082212	-0.133573	-0.239798	-0.062079	0.035968	0.198761	-0.039647	0.051355	0.145075	-0.040278	0.039308	0.020916	-0.070539	0.089635	0.134632	-0.026560	0.103962	-0.070803	0.195712	-0.176740	0.004919	0.197188	0.120310	-0.066565	-0.207585	0.181854	-0.024185	-0.089124	0.159489	0.138485	-0.019599	0.213390	0.197678	0.093773	0.055023	0.043322	0.030719	0.003157	0.205539	0.230056	-0.154553	0.122985	0.224469	-0.255483	-0.023027	-0.202350	-0.178427	0.196808	0.164113	-0.222434	
0.006624	-0.001660	-0.004041	0.000736	0.004698	-0.001608	-0.000736	-0.000990	-0.240623	0.002681	0.007714	0.002542	-0.001338	-0.002634	0.003256	-0.003186	-0.000796	0.000353	-0.002060	0.456622	0.000584	0.002878	0.001773	0.000152	-0.004069	-0.268057	-0.001440	-0.002933	-0.000132	0.004466	0.001051	-0.000790	-0.002269	-0.065162	-0.009588	-0.178030	0.000897	0.002485	-0.005392	-0.012901	0.001734	0.004647	0.001839	-0.002964	0.001483	0.001310	0.003060	0.001503	0.000991	0.050407	
-0.015926	0.060403	0.060372	-0.046066	0.051490	-0.023925	-0.036709	0.026052	-0.044058	0.030638	-0.020302	-0.683653	-0.038448	0.018316	-0.022038	-0.128267	-0.023579	0.152254	0.013067	0.043923	0.022068	-0.043831	-0.052202	0.051191	0.065250	-0.057452	0.058679	0.047720	-0.053691	-0.065520	-0.002954	-0.059875	-0.051532	-0.037770	-0.037328	-0.047331	0.005037	0.028180	0.012377	-0.053293	0.047459	-0.010098	0.100179	-0.451891	-0.023014	0.067315	0.042489	-0.051656	0.023610	0.039285	
-0.249551	-0.131973	0.031474	-0.167864	-0.190139	0.048189	0.197959	-0.082910	0.182616	-0.052471	-0.013340	0.053223	-0.172020	-0.083681	-0.016414	-0.078011	0.040683	-0.062072	-0.096840	-0.119333	0.187163	0.159176	0.183500	-0.093715	-0.006490	0.190771	-0.130541	-0.211980	0.142022	0.217689	-0.077692	0.095376	-0.023808	-0.148999	-0.024589	-0.038829	-0.051094	-0.080912	0.062151	0.169246	0.111603	-0.150478	0.311777	-0.341167	0.016184	-0.129374	-0.088324	-0.048628	-0.173073	-0.142805	
0.003729	0.104142	-0.008649	-0.004062	0.119653	0.022276	-0.133778	0.109487	-0.028345	0.082251	-0.020316	0.055533	0.084238	0.023677	0.034619	0.026624	-0.001123	-0.072436	0.019977	0.076959	0.016667	-0.099333	-0.013494	0.075163	0.066069	-0.092597	0.039596	0.001344	-0.049389	-0.138635	0.008835	0.000682	-0.074721	0.059834	-0.062380	-0.083787	0.051327	0.045533	0.006788	0.026192	-0.065844	0.021625	-0.054472	0.076742	0.024393	0.032004	0.043866	0.024722	0.087911	-0.012949	
0.179959	0.173790	0.151503	0.077760	0.219905	-0.120489	0.062200	0.229091	-0.239833	0.078476	0.098569	-0.104691	0.159821	-0.080188	-0.201871	-0.108553	-0.204379	-0.145647	-0.098763	0.125326	-0.111407	0.017715	-0.084923	0.194740	0.203559	0.004963	-0.079160	0.158819	0.079943	-0.213332	-0.060134	0.102940	-0.004125	-0.164862	-0.116233	-0.165014	0.162608	0.176622	0.113906	-0.166030	-0.142636	0.145378	-0.082340	0.149745	0.074205	0.063696	0.167780	-0.181535	0.159676	-0.044611	
-0.086320	0.143660	0.003582	0.060626	0.204845	-0.019182	-0.177782	0.153021	-0.258387	0.241693	0.071060	0.143562	0.142324	-0.077404	-0.125143	0.141133	0.034673	-0.165658	0.124346	0.250241	-0.095189	-0.012716	0.037773	0.221548	0.137051	-0.189519	0.017940	0.185216	0.096242	-0.254870	-0.095285	0.066401	-0.191018	-0.138144	-0.197613	-0.199737	-0.051007	0.067547	0.151231	0.127931	-0.125289	-0.028255	-0.150190	0.132035	-0.110831	0.023241	0.107059	0.011260	0.181590	-0.140753	
0.002973	-0.000429	0.002137	0.001326	0.003849	0.001352	-0.001238	-0.000253	-0.000779	-0.000232	0.001258	-0.003790	0.000753	-0.003531	-0.002999	0.001683	-0.000286	-0.003848	-0.005072	0.003881	0.002936	-0.002046	0.002276	0.002579	-0.000098	-0.002858	0.002993	-0.001762	-0.002967	-0.000069	0.001688	-0.000347	-0.003826	-0.005462	0.002477	-0.001884	0.001832	-0.000364	-0.001595	0.003013	0.000912	-0.002872	-0.000575	0.001672	-0.001464	0.002642	-0.001106	0.000126	-0.002549	0.001239	
-0.001515	0.003014	-0.001393	0.004217	-0.000627	-0.001975	-0.000103	0.003025	0.000608	0.000546	0.001355	0.001641	0.000705	0.000224	0.024504	0.001257	0.000824	-0.003425	-0.002413	-0.000064	-0.002586	-0.001996	0.002059	0.001811	0.003161	-0.003438	-0.000097	0.007011	-0.000022	0.001614	0.000222	-0.002041	-0.000038	0.003725	-0.001816	-0.001030	0.000041	0.000227	-0.000440	-0.000712	0.001347	-0.001739	0.001106	-0.002054	0.000495	-0.000738	0.001168	0.000010	0.001081	-0.000458	
