-0.084744	0.026264	0.171569	-0.111388	0.033845	-0.052173	-0.001440	-0.062917	0.012111	-0.148848	-0.047960	0.025183	0.091097	-0.011217	0.033743	-0.021531	0.017531	0.005413	-0.060656	-0.126052	-0.055372	-0.041376	-0.054721	0.132783	-0.161819	0.026882	0.053275	0.001030	-0.096011	0.000292	0.005254	-0.137970	-0.003758	0.032235	-0.014285	0.042183	0.077280	-0.028319	-0.140908	0.122159	0.039094	-0.044070	0.027600	-0.012342	0.032919	-0.022247	0.116019	0.051270	-0.010936	0.052073	0.130639	-0.146194	-0.005609	0.021274	-0.022845	0.024685	-0.060086	0.084767	0.008660	0.080017	-0.079046	-0.040051	-0.181577	0.137633	-0.160382	0.148339	0.024956	-0.007199	0.005609	0.019937	-0.073795	-0.049989	-0.000702	0.106252	-0.040711	-0.045763	0.032950	-0.007449	0.054110	-0.050180	-0.014217	-0.050470	-0.066312	-0.015885	-0.087210	-0.001676	0.002964	-0.041104	0.077866	0.092832	-0.107905	0.049434	0.027697	-0.000289	0.000423	-0.045602	0.045725	-0.090339	0.090893	-0.028544	
-0.069532	0.016811	0.173200	-0.109540	0.053563	-0.053371	0.018951	-0.050116	-0.129591	0.171193	-0.071339	0.026628	0.132601	-0.008062	0.033549	0.090509	0.008590	-0.006787	-0.028490	-0.068673	0.008597	0.002818	0.050422	0.128122	-0.106494	0.138791	0.059177	0.001487	0.037742	-0.012540	0.001326	-0.082375	-0.013428	-0.001213	-0.017743	0.051576	0.041574	-0.025151	0.104456	0.025687	0.048555	-0.061070	0.029713	-0.000048	0.100003	0.001124	-0.000063	0.049908	-0.023877	0.017415	0.132669	-0.000233	-0.001569	0.059254	0.082002	0.030554	-0.009518	0.031507	0.009715	-0.195738	0.001439	-0.051834	-0.005931	0.167377	-0.081005	0.143669	-0.009472	-0.008369	0.006452	0.023271	0.041892	-0.054768	0.074841	0.117700	-0.050902	-0.059502	0.039768	-0.007367	0.042833	-0.074667	0.116118	-0.050671	-0.069995	-0.025820	-0.090250	-0.001203	0.075263	0.115001	0.082275	0.102920	0.007803	0.045732	-0.080321	-0.017682	-0.083234	-0.126935	0.089641	-0.008434	0.006059	-0.031219	
-0.065680	0.032707	0.172030	-0.109597	0.024953	-0.052138	0.001054	-0.067529	0.019537	-0.145527	-0.053553	0.026985	0.097906	-0.005489	0.041246	-0.017707	0.019252	0.001403	-0.056065	-0.123717	-0.057586	-0.042016	-0.053787	0.155545	-0.159935	0.031126	0.053354	0.002424	-0.095451	-0.002930	0.006647	-0.137506	0.000724	0.032866	-0.008418	0.045474	0.065089	-0.028635	-0.124825	0.120396	0.034288	-0.047025	0.028539	-0.009466	0.047235	-0.022571	0.118714	0.044763	-0.014347	0.052338	0.131965	-0.201444	-0.002162	0.023740	-0.100238	0.024345	-0.064548	0.088604	0.018055	0.122518	-0.085387	-0.044109	-0.126260	0.132363	-0.158353	0.142121	0.030754	-0.009002	0.006490	0.020204	-0.074068	-0.046653	-0.001656	0.109259	-0.031690	-0.048004	0.026542	-0.006146	0.060940	-0.050440	-0.009513	-0.044623	-0.063151	-0.025224	-0.081911	-0.002700	0.002428	-0.034802	0.083080	0.087494	-0.103272	0.048888	0.026309	0.001145	-0.010801	-0.041681	0.051143	-0.081464	0.087551	-0.027836	
0.226950	0.013591	0.091990	-0.004928	0.094954	-0.076897	0.014263	0.005146	-0.101859	0.081664	-0.105554	0.089882	-0.098867	0.001806	0.219372	0.082666	0.020734	-0.009193	-0.000211	-0.068769	0.015841	0.016392	-0.001575	0.077228	-0.004813	0.122129	0.033662	0.078455	0.071821	-0.014764	0.089750	-0.095457	0.104765	-0.104117	0.034173	0.043355	0.047904	-0.049078	0.081906	-0.093762	-0.095276	-0.099107	0.073904	0.036588	0.161120	0.052424	-0.032105	-0.028038	-0.054654	0.052321	0.058582	0.012204	0.003091	0.063662	-0.003803	0.023309	-0.018553	-0.079680	0.097970	0.179114	-0.008256	-0.066377	0.035374	0.019990	-0.001413	0.066544	0.028682	-0.000589	0.002305	-0.007331	0.048474	-0.040847	0.074343	0.048021	-0.030798	-0.058857	0.047929	-0.081514	0.008218	-0.082034	0.059388	-0.033317	-0.016424	0.038483	-0.036455	0.027600	0.025123	0.106838	0.084893	0.133836	0.077463	0.046001	-0.073666	-0.035477	-0.075551	-0.158456	0.104174	0.037537	0.019613	-0.041191	
-0.148084	0.111756	-0.071050	0.117348	-0.047320	-0.124565	0.102592	0.072855	-0.116387	-0.062323	0.023747	-0.091209	0.036012	0.074741	-0.000670	0.122004	0.185298	0.053317	-0.105427	-0.088826	-0.021026	0.032706	0.024662	0.050387	-0.103055	0.142879	0.109736	-0.094378	-0.067878	0.044776	0.188678	-0.070233	-0.006135	-0.220299	0.115490	0.146979	0.119807	0.219456	-0.062908	0.067285	-0.088896	-0.109134	-0.148725	-0.029235	-0.039425	-0.112220	0.042077	0.055082	-0.185076	-0.026111	-0.007654	0.069133	0.082612	0.123590	0.080050	0.107469	0.006731	0.182517	0.080539	0.114145	0.028630	0.010829	-0.096971	0.007556	-0.042747	-0.100159	0.186096	-0.070566	0.088245	-0.043553	-0.003703	-0.102001	-0.160460	-0.050132	0.077592	0.101496	-0.104002	0.049481	0.128881	-0.161968	-0.086391	0.030165	0.047085	-0.063335	-0.121303	0.133758	0.024378	0.155186	0.009407	-0.097955	-0.014173	-0.011512	-0.049275	-0.091133	-0.133428	0.089604	0.179280	0.117287	-0.025529	-0.092169	
-0.034809	-0.060241	0.028603	0.186244	0.000013	0.158630	-0.146182	-0.018610	0.103267	-0.081676	-0.060651	-0.166294	-0.177533	-0.036104	-0.142496	0.011072	-0.074781	0.042885	0.043586	0.133240	-0.044627	0.038263	-0.151419	-0.148108	0.078007	-0.073344	-0.152276	-0.072272	-0.179212	0.095293	-0.059028	0.139033	-0.021202	0.070527	0.053273	-0.014522	-0.016596	0.043997	-0.152894	0.061472	0.150665	0.085974	0.036768	0.087878	-0.138161	0.018691	0.070981	-0.102330	0.116665	-0.076677	-0.104668	0.004878	0.110241	0.055186	0.045592	0.126764	0.198749	0.006038	0.124437	0.071027	-0.099232	0.138590	-0.039778	-0.091486	0.166920	-0.003885	-0.072186	-0.036910	-0.087702	-0.045103	-0.144715	0.038585	0.012692	-0.160405	-0.044686	0.224252	-0.009992	-0.066618	0.090053	0.089321	-0.072289	0.190729	0.015175	-0.011082	-0.019779	-0.083259	-0.060361	0.041454	-0.177355	-0.007440	-0.023832	-0.207376	0.040479	-0.073498	0.010722	0.166199	-0.077839	-0.116196	0.048912	-0.056933	
-0.061227	0.014137	0.171313	-0.113620	0.040499	-0.050109	0.039660	-0.051792	-0.154469	0.179536	-0.053869	-0.017027	0.109681	-0.006337	0.035565	0.072556	0.004743	-0.015707	-0.008679	-0.066626	0.002306	-0.001033	0.078132	0.165635	-0.107765	0.132231	0.075989	0.002771	0.084498	-0.009847	0.004242	-0.081666	-0.014900	-0.003253	-0.019337	0.044530	0.034540	-0.030348	0.103563	0.020379	0.052631	-0.053829	0.024543	-0.002264	0.097989	-0.000876	0.006419	0.053408	-0.015957	0.015467	0.134351	-0.004466	-0.000772	0.037311	0.080604	0.015233	-0.004028	0.021345	0.009116	-0.185795	-0.004468	-0.082011	0.033623	0.144904	-0.071721	0.146956	-0.000931	-0.005333	0.005070	0.018952	0.042166	-0.052221	0.074877	0.125446	-0.059271	-0.086712	0.035327	-0.008514	0.048001	-0.048079	0.107801	-0.056104	-0.064190	-0.040505	-0.088356	-0.011212	0.080151	0.105088	0.083880	0.074539	-0.019936	0.050074	-0.080781	-0.016365	-0.078175	-0.125112	0.084835	0.007304	0.011450	-0.025978	
0.002689	-0.032299	-0.033909	-0.174237	-0.027500	0.077036	0.110261	-0.142677	-0.042479	0.036251	0.173589	0.200020	0.224524	-0.002401	-0.006658	0.028534	-0.120680	-0.088701	0.079293	0.107883	-0.210526	-0.139128	0.133781	0.121306	0.007767	-0.101378	-0.019784	0.025677	-0.005815	-0.058799	0.047671	-0.119750	0.034914	-0.072840	-0.044555	-0.050691	-0.232924	-0.017956	0.058149	-0.027993	-0.014046	-0.038104	-0.017484	-0.070047	-0.017975	0.163594	-0.107186	0.137311	0.016567	-0.203967	0.208048	0.020163	-0.083843	-0.035176	-0.084413	-0.053534	-0.150627	-0.052149	-0.144271	-0.097986	-0.032176	0.006299	0.030491	-0.002959	-0.069224	0.120618	-0.029383	0.070160	-0.173680	0.075410	0.087552	0.066073	0.058270	0.184291	-0.149579	-0.101601	-0.022026	0.075741	-0.104079	0.002286	0.110744	-0.080960	-0.025341	-0.142947	-0.120464	0.174447	-0.035877	0.018546	0.156219	-0.124728	0.141138	0.101455	0.014044	0.050873	0.051292	-0.038058	-0.046101	0.072996	0.067719	-0.028894	
0.031553	-0.030706	-0.020780	-0.172357	-0.081983	0.102702	0.083080	-0.194385	-0.033440	-0.058567	0.057773	-0.099849	-0.089128	0.075760	0.005830	-0.007667	-0.090355	0.111276	-0.009321	0.027984	0.104700	0.181139	0.131029	-0.034596	0.066955	-0.033068	0.175537	-0.094004	0.081633	0.146498	0.045719	0.069101	-0.054489	-0.035963	-0.042626	0.161725	-0.086764	0.060769	-0.019578	0.095804	0.003039	0.062869	0.035606	-0.026355	0.034714	-0.063218	-0.061806	0.043127	0.011074	-0.050471	-0.019399	0.089154	-0.163948	-0.109917	0.088516	-0.020652	-0.095474	0.026683	-0.091998	-0.149935	0.107065	0.004747	-0.109056	-0.003649	-0.008470	0.118219	-0.120178	-0.121106	-0.159784	-0.166625	0.084956	0.069806	-0.084604	0.005771	0.020998	0.057353	0.118220	0.078292	-0.108008	0.046877	-0.080402	0.105707	0.023278	-0.135424	-0.127183	-0.065714	-0.035835	-0.078253	-0.069208	-0.004799	-0.073633	-0.126167	0.113248	-0.118513	0.072233	-0.047949	-0.046514	0.019938	-0.101440	-0.004840	
0.084203	-0.037749	-0.016937	-0.023248	-0.079674	0.045012	0.065236	-0.229794	-0.001381	-0.035657	0.091424	-0.116475	-0.162994	-0.181112	0.046638	-0.018565	-0.042536	0.113047	0.051127	0.028228	0.086653	0.164713	0.105066	-0.012259	-0.067056	-0.032800	-0.094307	-0.094185	0.077209	0.142897	-0.028246	-0.015253	-0.058064	-0.018447	-0.084553	0.152709	-0.088410	0.044401	0.030580	0.099690	0.016211	-0.001585	0.008943	-0.012845	0.039710	-0.058339	-0.070706	-0.102420	0.069212	-0.111828	-0.036136	-0.068854	-0.163165	-0.110674	0.064115	-0.011973	0.039986	0.029714	-0.088642	-0.154861	0.067499	0.015349	-0.115578	-0.050745	0.057697	-0.044215	-0.110161	-0.121034	-0.037762	-0.164859	0.114923	0.074005	-0.078741	-0.041820	0.071128	0.056786	0.103584	0.110745	-0.047239	0.055017	-0.069581	0.084235	0.095901	-0.157307	0.073963	-0.065945	0.236487	-0.079034	-0.052531	0.018163	-0.023365	-0.121669	0.171819	0.045060	0.068840	-0.091197	-0.009450	0.012670	-0.107608	0.172340	
